trip_month,trip_day,trip_day_of_week,trip_hour,trip_duration,trip_distance,payment_type,pickup_zone,dropoff_zone,tip_bin
7,24,3,19,2143,11.3,1,249,138,1
7,29,1,21,1934,11.8,1,138,230,1
7,6,6,9,2598,9.1,1,100,181,0
7,8,1,20,1925,12.1,1,138,87,0
7,14,7,3,2478,11.75,1,237,255,0
7,21,7,0,2871,9.66,1,163,37,0
7,21,7,18,2350,9.8,1,141,220,0
7,22,1,18,2120,11.64,1,138,143,0
7,14,7,17,2211,10.7,1,132,225,0
7,3,3,15,2570,9.11,1,75,75,0
7,29,1,14,2101,11.33,1,138,249,0
7,18,4,8,3367,5.58,1,226,75,0
7,22,1,8,1575,12.21,1,132,188,0
7,30,2,19,3197,7.52,1,186,129,0
7,31,3,7,2388,10.55,1,132,37,0
7,22,1,19,1605,12.55,1,132,70,0
7,12,5,21,1999,11.3,1,138,230,1
7,25,4,20,1870,11.2,1,138,163,1
7,19,5,23,2477,9.6,1,229,95,1
7,1,1,18,1585,12.11,2,186,220,0
7,7,7,18,1919,10.76,2,140,220,0
7,20,6,12,2353,10.35,1,138,163,0
7,1,1,16,2116,10.79,1,142,40,0
7,18,4,10,2155,11,1,50,138,0
7,5,5,7,1577,12.59,1,182,4,0
7,22,1,21,1954,11.7,1,132,17,1
7,24,3,22,1560,12.79,1,132,157,1
7,6,6,23,1995,11.8,1,132,129,1
7,9,2,23,1654,12.32,1,132,49,1
7,19,5,20,2633,8.6,1,231,116,1
7,25,4,0,1574,12.2,1,132,129,1
7,29,1,22,1769,12.2,1,138,261,1
7,29,1,20,1670,12.49,1,138,261,1
7,30,2,15,1824,12.42,1,138,107,0
7,17,3,10,3057,8.5,2,229,265,0
7,10,3,19,1873,11.72,1,138,114,1
7,19,5,19,2998,9.66,1,162,243,0
7,16,2,22,1875,11.8,1,138,239,1
7,18,4,7,1543,12.58,1,141,257,0
7,10,3,21,1499,12.5,1,138,231,0
7,31,3,0,1327,12.72,1,79,185,0
7,19,5,22,1829,11.13,1,138,25,0
7,28,7,2,1092,13,1,132,138,0
7,19,5,21,2624,9.8,1,261,14,0
7,22,1,21,1914,12.3,1,138,87,0
7,20,6,0,1942,11.9,1,79,242,0
7,19,5,23,2645,9.9,1,107,14,0
7,17,3,19,2328,10.98,1,68,127,1
7,23,2,18,1858,12.57,1,138,132,1
7,13,6,19,2295,11.21,1,138,113,1
7,13,6,17,2737,10.51,1,138,65,1
7,2,2,17,3165,8.36,1,249,225,1
7,25,4,16,2459,11.5,1,138,132,1
7,23,2,17,2191,11.86,1,138,132,1
7,24,3,19,2381,10.44,1,230,181,1
7,13,6,18,2254,10.77,1,138,33,1
7,30,2,19,2522,10.3,1,249,244,1
7,16,2,18,3168,6.27,1,68,87,1
7,19,5,19,2380,11.02,1,163,181,1
7,9,2,18,1768,12.02,1,138,164,1
7,26,5,19,2822,10.21,1,186,127,1
7,9,2,18,1739,11.39,1,138,164,0
7,9,2,11,2340,10.3,1,138,161,0
7,19,5,18,2519,10.68,1,264,264,0
7,19,5,12,2511,10.12,1,138,143,0
7,23,2,8,1967,10.4,1,141,93,0
7,24,3,13,2014,10.6,1,138,230,0
7,30,2,9,2912,9.2,1,138,186,0
7,12,5,15,2749,9.1,1,164,138,0
7,12,5,7,2416,10.7,1,230,138,0
7,8,1,14,2247,10.71,1,132,225,0
7,19,5,17,2930,8.89,1,138,65,0
7,13,6,12,2384,9.59,1,48,138,0
7,28,7,12,2038,11.5,1,138,234,1
7,16,2,11,2433,10.4,1,138,230,1
7,10,3,9,2463,10.5,1,138,161,1
7,26,5,4,1704,12.1,2,230,138,0
7,13,6,0,2140,11.25,1,211,147,0
7,8,1,0,1562,12.3,2,137,14,0
7,5,5,22,2536,9.7,2,13,226,0
7,6,6,1,1954,11.4,2,238,188,0
7,30,2,22,1260,12.75,2,148,98,0
7,22,1,1,2300,10.22,1,164,95,0
7,22,1,22,2207,11.19,1,194,37,0
7,4,4,23,1731,12.38,2,141,197,0
7,16,2,4,1548,12,4,162,130,0
7,16,2,0,1234,12.6,2,132,9,0
7,15,1,3,1694,12.07,2,144,212,0
7,29,1,23,1671,12.5,2,50,213,0
7,18,4,23,1743,11.9,2,138,89,0
7,1,1,19,1949,11.69,2,132,171,0
7,31,3,22,2551,10.23,2,100,95,0
7,1,1,20,1395,12.53,2,145,122,0
7,31,3,0,1293,12.8,2,132,9,0
7,1,1,3,2586,10.1,2,114,56,0
7,1,1,4,1459,12,2,68,250,0
7,3,3,23,2447,10.15,2,246,35,0
7,22,1,20,2232,11.11,1,75,25,0
7,12,5,22,3148,7.86,2,230,17,0
7,25,4,21,1669,12,2,161,208,0
7,28,7,20,3210,7.08,2,236,173,0
7,9,2,21,1837,11.1,2,13,41,0
7,15,1,0,1716,12.3,2,132,171,0
7,1,1,2,1416,12.68,2,48,32,0
7,9,2,5,1646,11.7,2,230,248,0
7,24,3,22,1281,12.6,2,132,129,0
7,26,5,22,1482,11.4,2,263,265,0
7,9,2,3,1183,12.94,2,79,241,0
7,10,3,1,1781,11.5,2,132,71,0
7,14,7,22,1556,13,3,264,129,0
7,29,1,4,1689,12.03,2,50,135,0
7,22,1,21,2186,11.5,2,90,213,0
7,14,7,22,1593,12.49,2,132,175,0
7,11,4,0,2533,12.4,2,132,265,0
7,22,1,5,1534,12.09,2,48,135,0
7,23,2,5,1825,11.6,2,151,34,0
7,28,7,21,1806,11.4,2,138,177,0
7,7,7,4,1674,12.04,2,79,71,0
7,8,1,21,2147,12.2,2,132,82,0
7,30,2,20,1338,13.39,2,209,243,0
7,29,1,2,1991,11.3,2,148,42,0
7,30,2,22,1763,11.76,2,163,28,0
7,25,4,0,2551,10.08,2,230,89,0
7,25,4,2,1134,13.01,2,132,95,0
7,27,6,3,1194,12.78,2,231,138,0
7,5,5,4,1791,11.72,2,246,36,0
7,26,5,22,2024,10.83,2,41,13,0
7,18,4,20,1961,12,2,113,212,0
7,31,3,1,1507,12.67,2,148,136,0
7,6,6,23,2409,10.09,2,132,192,0
7,13,6,22,2047,10.98,2,132,72,0
7,27,6,23,2068,11.5,2,132,61,0
7,29,1,22,1840,11.9,2,132,82,0
7,22,1,0,1702,12.1,1,138,61,0
7,23,2,1,1574,11.8,2,114,127,0
7,15,1,22,1171,13.12,2,132,16,0
7,20,6,20,2097,11.99,2,132,73,0
7,18,4,16,2921,9.7,2,138,239,0
7,5,5,16,2199,11.62,2,162,227,0
7,9,2,17,2220,11.03,2,138,239,0
7,30,2,16,2144,12.2,2,161,138,0
7,25,4,19,2203,11.32,2,138,137,0
7,26,5,16,2784,11.18,2,138,230,0
7,10,3,18,2035,11.52,2,138,230,0
7,13,6,16,86168,11.02,2,233,138,0
7,23,2,19,1869,11.48,2,162,134,0
7,6,6,17,1917,11.3,2,138,230,0
7,30,2,17,2425,10.39,2,138,162,0
7,6,6,16,1542,12.46,1,170,171,0
7,30,2,16,2478,9.7,1,138,230,0
7,20,6,18,2673,11,2,138,50,0
7,22,1,2,1987,11.39,1,161,257,1
7,1,1,22,1598,12.32,1,262,162,1
7,25,4,15,2409,9.9,1,138,68,1
7,14,7,19,1771,11.6,1,138,233,1
7,8,1,19,1618,12.3,1,138,107,1
7,25,4,9,1977,10.5,1,161,138,1
7,16,2,13,2182,10.6,1,138,230,1
7,12,5,10,2174,10.1,1,230,138,1
7,16,2,8,2221,11.3,1,138,170,1
7,25,4,9,3112,9.8,1,138,162,1
7,25,4,15,2391,10.5,1,239,138,1
7,10,3,9,1841,11.4,1,138,233,1
7,9,2,9,2206,9.9,1,161,138,1
7,9,2,10,2248,11.4,1,138,229,1
7,8,1,13,1729,11.8,1,138,161,1
7,2,2,9,2362,10.9,1,138,163,1
7,19,5,6,1732,11.3,1,164,138,1
7,11,4,12,2166,10.4,1,161,138,1
7,22,1,18,2303,10.9,1,138,249,1
7,11,4,10,2739,8.6,1,138,161,1
7,3,3,9,1679,12.5,1,138,4,1
7,31,3,13,2035,10.9,1,138,230,1
7,23,2,14,2179,11.4,1,170,138,1
7,17,3,9,2489,9.6,1,170,138,1
7,19,5,11,2745,9.4,1,138,239,1
7,24,3,9,1982,11.3,1,163,138,1
7,16,2,13,2316,9.8,1,48,138,1
7,12,5,13,2652,10.1,1,138,43,1
7,18,4,12,2418,10,1,138,163,1
7,25,4,7,2298,11.3,1,138,233,1
7,3,3,12,2183,9.9,1,138,161,1
7,15,1,11,1497,12.4,1,50,138,1
7,2,2,9,1562,12.4,1,138,162,1
7,5,5,13,1964,11.6,1,138,230,1
7,12,5,12,2340,9.7,1,170,138,1
7,6,6,12,1773,11.8,1,138,234,1
7,26,5,10,2694,9.8,1,138,140,1
7,16,2,8,3108,8.4,1,138,164,1
7,8,1,9,1632,12,1,230,138,1
7,20,6,11,2367,10.9,1,138,230,1
7,16,2,8,3183,9.9,1,138,141,1
7,13,6,16,3008,9.79,2,138,262,0
7,24,3,9,1585,12,1,230,200,0
7,14,7,11,1706,11.97,1,186,138,1
7,10,3,15,2268,10.3,1,138,230,1
7,20,6,14,2388,10.5,1,100,138,1
7,29,1,17,2236,10.7,1,132,225,0
7,31,3,10,1785,11.89,1,138,198,0
7,17,3,16,3897,2.64,1,79,233,0
7,11,4,23,1820,11.72,1,79,127,0
7,29,1,14,2092,11.32,1,261,138,0
7,17,3,9,2350,10.62,1,132,36,0
7,31,3,16,2275,10.36,1,230,138,0
7,20,6,0,2915,7.9,1,148,181,0
7,19,5,19,2227,11.7,1,209,138,1
7,8,1,0,1566,12.41,1,140,227,1
7,19,5,22,2432,10.52,1,163,133,1
7,10,3,21,1825,11.54,1,138,48,1
7,25,4,21,1265,12.9,1,138,200,1
7,24,3,0,1282,12.8,1,138,220,1
7,25,4,5,1514,12.45,1,48,138,1
7,26,5,19,2507,10.04,1,162,181,1
7,2,2,10,1949,11.26,1,138,161,1
7,7,7,14,1821,11.44,1,138,142,1
7,16,2,11,2411,10.76,1,138,161,1
7,19,5,14,85326,10.92,1,138,163,1
7,16,2,11,2131,11.16,1,143,138,1
7,31,3,10,2040,10.84,1,230,138,1
7,19,5,22,1570,13,1,143,18,0
7,15,1,11,1534,12.22,1,161,138,0
7,24,3,10,2354,9.7,1,138,246,0
7,7,7,13,1761,11.7,1,230,138,0
7,29,1,13,1852,12,1,230,138,0
7,25,4,14,1405,12.56,1,138,81,0
7,6,6,14,2193,11.2,1,138,230,0
7,30,2,11,1712,12.06,1,138,87,0
7,21,7,14,1699,11.71,1,230,138,0
7,10,3,23,1564,12.31,1,138,87,0
7,8,1,10,2509,8.8,1,262,183,0
7,28,7,14,3218,7.1,1,263,246,0
7,13,6,8,2118,11.48,1,132,188,0
7,1,1,6,1507,12.3,2,233,138,0
7,22,1,18,2511,9.11,2,138,164,0
7,9,2,14,2091,11.2,1,113,138,0
7,19,5,12,2596,8.67,2,186,95,0
7,1,1,13,1601,12,2,164,264,0
7,27,6,12,2233,11.5,2,161,138,0
7,27,6,15,2515,9.89,2,230,138,0
7,29,1,7,1440,12.56,2,230,138,0
7,22,1,10,1778,11.6,2,138,163,0
7,27,6,13,2547,10.02,2,164,138,0
7,29,1,16,1997,11.86,1,264,264,0
7,31,3,9,1884,11.6,2,138,164,0
7,22,1,14,1751,11.73,1,138,164,0
7,26,5,15,2471,11.26,2,138,161,0
7,15,1,12,1674,11.7,2,161,181,0
7,8,1,19,1821,11.8,2,138,48,0
7,22,1,14,2290,9.29,2,164,138,0
7,13,6,12,2395,10.04,2,230,138,0
7,14,7,14,2075,10.74,2,230,138,0
7,30,2,11,1834,11.95,2,164,134,0
7,30,2,12,2130,10.65,2,138,230,0
7,6,6,10,2042,10.49,1,230,138,0
7,30,2,8,1881,11.32,2,100,138,0
7,19,5,15,2625,10.3,2,163,138,0
7,1,1,18,1776,12.32,2,138,141,0
7,14,7,16,2143,11.4,2,230,138,0
7,29,1,12,1817,11.46,2,230,138,0
7,18,4,12,2293,10,2,234,138,0
7,19,5,15,2593,9.35,2,138,161,0
7,8,1,17,2377,10.83,2,138,90,0
7,19,5,9,2206,9.97,1,239,138,0
7,26,5,14,2516,10.4,2,138,163,0
7,6,6,11,2020,11.3,1,138,230,0
7,17,3,10,2439,10.28,2,239,181,0
7,28,7,15,2079,11.6,2,138,48,0
7,9,2,11,2415,10.67,2,138,161,0
7,27,6,10,2184,11.5,1,142,67,0
7,14,7,12,1911,12.25,2,138,79,0
7,30,2,9,2203,10.9,2,138,230,0
7,5,5,11,2103,11.26,2,138,143,0
7,27,6,8,2564,11,2,138,48,0
7,17,3,9,2690,10.08,2,138,264,0
7,30,2,7,2137,11.3,2,138,233,0
7,16,2,11,1541,12.12,1,138,51,0
7,3,3,14,2409,11.4,2,161,138,0
7,15,1,9,1809,11.9,2,50,192,0
7,22,1,14,2350,10.1,2,138,163,0
7,31,3,10,1932,12.3,2,138,153,0
7,8,1,16,1813,12.19,2,138,243,0
7,14,7,6,1669,11.4,2,230,138,0
7,8,1,18,1641,12.4,2,50,138,0
7,3,3,6,1687,12.29,1,76,233,0
7,10,3,11,2467,10.1,2,264,264,0
7,2,2,15,2406,10.67,2,164,164,0
7,18,4,11,2261,11.09,2,138,127,0
7,19,5,14,2690,9.9,2,138,158,0
7,15,1,16,1837,11.6,2,230,138,0
7,31,3,13,2246,10.2,2,163,138,0
7,29,1,13,1794,11.9,2,138,164,0
7,18,4,10,2674,9.53,2,138,100,0
7,20,6,11,2144,10.8,2,264,264,0
7,20,6,15,2460,10.5,2,100,138,0
7,21,7,17,2128,11.04,2,138,230,0
7,5,5,12,1765,11.8,1,230,138,0
7,11,4,9,2819,8.03,1,138,161,1
7,10,3,7,2062,11.63,1,138,233,1
7,17,3,15,3597,6.17,1,239,231,0
7,20,6,13,2212,10.85,1,113,138,1
7,8,1,11,2000,11.76,1,138,243,1
7,18,4,18,2711,10.77,1,138,216,1
7,23,2,16,2595,9.28,1,238,255,1
7,31,3,16,2595,9.07,1,48,138,1
7,4,4,20,1820,12,1,138,87,1
7,11,4,19,1877,11.62,1,261,243,1
7,13,6,4,1723,12,1,239,138,1
7,26,5,23,1675,12.8,1,236,257,1
7,12,5,21,1886,11.6,1,138,164,1
7,28,7,5,1367,12.7,1,68,138,1
7,31,3,22,1804,11.2,1,138,100,1
7,18,4,20,1857,12.1,1,113,121,1
7,12,5,20,2494,9,1,138,164,1
7,31,3,22,1864,11.5,1,249,67,1
7,31,3,22,1577,12.5,1,236,95,1
7,19,5,22,1695,12.1,1,138,224,1
7,21,7,0,1646,12.1,1,138,113,1
7,31,3,7,1502,12.27,1,140,257,0
7,10,3,20,1611,13,1,132,138,0
7,18,4,19,2569,9.4,1,229,49,0
7,25,4,19,2648,10.3,1,249,243,0
7,24,3,19,1660,12.4,1,138,132,0
7,12,5,19,2246,11.11,1,79,138,0
7,26,5,0,1891,11.71,1,138,246,0
7,3,3,7,1883,11.2,1,230,138,0
7,17,3,12,2043,10.94,1,138,230,0
7,20,6,21,1632,12.1,1,138,186,0
7,31,3,22,2160,10.82,1,170,73,0
7,13,6,23,3494,4.4,1,170,256,0
7,24,3,0,1553,11.9,1,261,243,0
7,13,6,23,2073,10.9,1,17,218,0
7,5,5,23,1590,12.4,1,107,47,0
7,5,5,22,2801,7.8,1,144,129,0
7,12,5,22,2811,8.57,1,163,181,0
7,27,6,13,2265,10.8,1,138,144,0
7,21,7,11,1448,13,1,138,87,0
7,18,4,18,2208,10.64,2,132,225,0
7,27,6,19,2624,10.9,2,138,189,0
7,18,4,18,2067,11.83,1,132,138,0
7,13,6,18,2029,11.95,1,132,138,0
7,2,2,19,3064,7.9,2,113,71,0
7,13,6,18,2186,11.51,2,132,91,0
7,19,5,17,2572,10.26,2,138,144,0
7,31,3,17,1786,12.13,2,132,138,0
7,6,6,17,2114,11,2,132,61,0
7,24,3,16,2036,11.7,2,138,209,0
7,27,6,7,1837,12.8,1,138,76,0
7,17,3,19,1778,12.6,2,132,53,0
7,10,3,17,2132,11.16,1,151,208,0
7,5,5,17,1722,12.15,2,132,70,0
7,25,4,18,2108,11.64,1,132,138,0
7,2,2,16,2650,9.7,2,138,189,0
7,31,3,17,2767,9.79,1,88,238,0
7,19,5,17,3122,8.74,1,4,42,0
7,17,3,17,3522,5.16,2,148,43,0
7,13,6,17,2866,8.21,1,209,226,0
7,25,4,17,2933,9,2,88,41,0
7,27,6,17,3825,2.93,2,236,48,0
7,27,6,17,2586,9.5,2,161,256,0
7,23,2,16,2157,11.8,2,138,132,0
7,2,2,16,2524,10.42,2,138,25,0
7,19,5,17,2606,10.8,2,138,25,0
7,19,5,18,2442,10.73,1,195,262,0
7,25,4,17,2443,11.88,2,132,132,0
7,19,5,15,3002,9.36,1,209,71,0
7,13,6,17,2729,10.5,2,140,89,0
7,17,3,19,1251,13,2,132,223,0
7,20,6,17,2669,9.6,2,263,32,0
7,12,5,16,2635,9.5,1,100,138,1
7,18,4,23,1747,11.54,1,138,144,1
7,14,7,14,2047,11.57,1,138,125,0
7,15,1,19,1802,12.33,1,138,261,1
7,23,2,7,2402,10.39,1,68,106,1
7,6,6,14,2149,11.1,1,138,189,1
7,24,3,11,2811,8.94,1,161,181,1
7,23,2,14,2353,10.47,1,138,261,1
7,21,7,16,2410,11.12,1,138,33,1
7,28,7,10,1963,12,1,138,181,1
7,4,4,17,1638,11.88,1,151,247,1
7,25,4,8,3014,8.18,1,244,170,1
7,26,5,15,2117,11.51,1,132,138,1
7,1,1,19,1910,11.28,1,230,92,1
7,14,7,15,1734,12.58,1,261,247,1
7,24,3,13,2702,9.49,1,138,144,1
